計測データ,,,,,,計算データ,,
Date, Time, ms, Ampare[mA], Volt[mV],,ms,Ampare [A],Volt [V]
2024/1/5, 13:55:39,25295,6305.81,10070,,77648,6.31 ,10.07 
2024/1/5, 13:55:40,25483,6622.35,9800,,77836,6.62 ,9.80 
2024/1/5, 13:55:40,25684,4789.75,10090,,78037,4.79 ,10.09 
2024/1/5, 13:55:40,25873,4781.42,10087.5,,78226,4.78 ,10.09 
2024/1/5, 13:55:40,26067,8388.31,10066.25,,78420,8.39 ,10.07 
2024/1/5, 13:55:40,26256,6605.69,9856.25,,78609,6.61 ,9.86 
2024/1/5, 13:55:40,26445,6330.8,9811.25,,78798,6.33 ,9.81 
2024/1/5, 13:55:41,26640,4773.09,10103.75,,78993,4.77 ,10.10 
2024/1/5, 13:55:41,26838,8354.99,10105,,79191,8.35 ,10.11 
2024/1/5, 13:55:41,27033,4764.76,10072.5,,79386,4.76 ,10.07 
2024/1/5, 13:55:41,27223,4773.09,9952.5,,79576,4.77 ,9.95 
2024/1/5, 13:55:41,27413,5339.53,9845,,79766,5.34 ,9.85 
2024/1/5, 13:55:42,27609,74920.02,3975,,79962,74.92 ,3.98 
2024/1/5, 13:55:42,27807,71071.56,4016.25,,80160,71.07 ,4.02 
2024/1/5, 13:55:42,28003,73362.31,3818.75,,80356,73.36 ,3.82 
2024/1/5, 13:55:42,28194,6639.01,8976.25,,80547,6.64 ,8.98 
2024/1/5, 13:55:42,28385,5889.31,9521.25,,80738,5.89 ,9.52 
2024/1/5, 13:55:43,28577,4956.35,9766.25,,80930,4.96 ,9.77 
2024/1/5, 13:55:43,28776,10345.86,9398.75,,81129,10.35 ,9.40 
2024/1/5, 13:55:43,28974,10095.96,9421.25,,81327,10.10 ,9.42 
2024/1/5, 13:55:43,29166,7855.19,9585,,81519,7.86 ,9.59 
2024/1/5, 13:55:43,29363,7721.91,9605,,81716,7.72 ,9.61 
2024/1/5, 13:55:44,29555,7963.48,9625,,81908,7.96 ,9.63 
2024/1/5, 13:55:44,29756,8055.11,9648.75,,82109,8.06 ,9.65 
2024/1/5, 13:55:44,29954,7613.62,9681.25,,82307,7.61 ,9.68 
2024/1/5, 13:55:44,30147,9088.03,9410,,82500,9.09 ,9.41 
2024/1/5, 13:55:44,30345,7738.57,9701.25,,82698,7.74 ,9.70 
2024/1/5, 13:55:45,30539,9904.37,9687.5,,82892,9.90 ,9.69 
2024/1/5, 13:55:45,30740,4773.09,9981.25,,83093,4.77 ,9.98 
2024/1/5, 13:55:45,30939,8338.33,9998.75,,83292,8.34 ,10.00 
2024/1/5, 13:55:45,31133,4748.1,10001.25,,83486,4.75 ,10.00 
2024/1/5, 13:55:45,31333,8404.97,9906.25,,83686,8.40 ,9.91 
2024/1/5, 13:55:46,31527,4773.09,10018.75,,83880,4.77 ,10.02 
2024/1/5, 13:55:46,31730,4756.43,10026.25,,84083,4.76 ,10.03 
2024/1/5, 13:55:46,31930,6205.85,9776.25,,84283,6.21 ,9.78 
2024/1/5, 13:55:46,32125,8.33,10473.75,,84478,0.01 ,10.47 
2024/1/5, 13:55:46,32325,0,10521.25,,84678,0.00 ,10.52 
2024/1/5, 13:55:47,32521,8.33,10553.75,,84874,0.01 ,10.55 
2024/1/5, 13:55:47,32724,0,10582.5,,85077,0.00 ,10.58 
2024/1/5, 13:55:47,32925,8.33,10610,,85278,0.01 ,10.61 
2024/1/5, 13:55:47,33121,8.33,10635,,85474,0.01 ,10.64 
2024/1/5, 13:55:47,33323,8.33,10663.75,,85676,0.01 ,10.66 
2024/1/5, 13:55:48,33519,0,10691.25,,85872,0.00 ,10.69 
2024/1/5, 13:55:48,33724,8.33,10722.5,,86077,0.01 ,10.72 
2024/1/5, 13:55:48,33926,8.33,10757.5,,86279,0.01 ,10.76 
2024/1/5, 13:55:48,34123,-8.33,10796.25,,86476,-0.01 ,10.80 
2024/1/5, 13:55:48,34325,-16.66,10835,,86678,-0.02 ,10.84 
2024/1/5, 13:55:49,34523,-8.33,10873.75,,86876,-0.01 ,10.87 
2024/1/5, 13:55:49,34728,0,10916.25,,87081,0.00 ,10.92 
2024/1/5, 13:55:49,34926,0,10958.75,,87279,0.00 ,10.96 
2024/1/5, 13:55:49,35124,-16.66,11003.75,,87477,-0.02 ,11.00 
2024/1/5, 13:55:49,35327,0,11052.5,,87680,0.00 ,11.05 
2024/1/5, 13:55:50,35526,0,11100,,87879,0.00 ,11.10 
2024/1/5, 13:55:50,35738,0,11147.5,,88091,0.00 ,11.15 
2024/1/5, 13:55:50,35937,0,11193.75,,88290,0.00 ,11.19 
2024/1/5, 13:55:50,36136,0,11231.25,,88489,0.00 ,11.23 
2024/1/5, 13:55:50,36340,8.33,11273.75,,88693,0.01 ,11.27 
2024/1/5, 13:55:51,36539,-8.33,11313.75,,88892,-0.01 ,11.31 
2024/1/5, 13:55:51,36752,8.33,11355,,89105,0.01 ,11.36 
2024/1/5, 13:55:51,36952,0,11378.75,,89305,0.00 ,11.38 
2024/1/5, 13:55:51,37152,-16.66,11402.5,,89505,-0.02 ,11.40 
2024/1/5, 13:55:51,37357,-8.33,11425,,89710,-0.01 ,11.43 
2024/1/5, 13:55:52,37565,-8.33,11450,,89918,-0.01 ,11.45 
2024/1/5, 13:55:52,37771,8.33,11476.25,,90124,0.01 ,11.48 
2024/1/5, 13:55:52,37972,-8.33,11495,,90325,-0.01 ,11.50 
2024/1/5, 13:55:52,38173,-8.33,11515,,90526,-0.01 ,11.52 
2024/1/5, 13:55:52,38379,-8.33,11527.5,,90732,-0.01 ,11.53 
2024/1/5, 13:55:53,38588,0,11533.75,,90941,0.00 ,11.53 
2024/1/5, 13:55:53,38795,0,11547.5,,91148,0.00 ,11.55 
2024/1/5, 13:55:53,38997,0,11555,,91350,0.00 ,11.56 
2024/1/5, 13:55:53,39199,-8.33,11566.25,,91552,-0.01 ,11.57 
2024/1/5, 13:55:53,39406,-8.33,11567.5,,91759,-0.01 ,11.57 
2024/1/5, 13:55:54,39617,0,11573.75,,91970,0.00 ,11.57 
2024/1/5, 13:55:54,39825,0,11588.75,,92178,0.00 ,11.59 
2024/1/5, 13:55:54,40028,0,11593.75,,92381,0.00 ,11.59 
2024/1/5, 13:55:54,40231,8.33,11596.25,,92584,0.01 ,11.60 
2024/1/5, 13:55:54,40439,-8.33,11603.75,,92792,-0.01 ,11.60 
2024/1/5, 13:55:55,40650,0,11610,,93003,0.00 ,11.61 
2024/1/5, 13:55:55,40859,-8.33,11618.75,,93212,-0.01 ,11.62 
2024/1/5, 13:55:55,41063,16.66,11628.75,,93416,0.02 ,11.63 
2024/1/5, 13:55:55,41267,0,11636.25,,93620,0.00 ,11.64 
2024/1/5, 13:55:56,41471,-8.33,11642.5,,93824,-0.01 ,11.64 
2024/1/5, 13:55:56,41683,0,11646.25,,94036,0.00 ,11.65 
2024/1/5, 13:55:56,41893,-8.33,11651.25,,94246,-0.01 ,11.65 
2024/1/5, 13:55:56,42098,-8.33,11660,,94451,-0.01 ,11.66 
2024/1/5, 13:55:56,42308,-8.33,11661.25,,94661,-0.01 ,11.66 
2024/1/5, 13:55:57,42521,-8.33,11670,,94874,-0.01 ,11.67 
2024/1/5, 13:55:57,42726,0,11676.25,,95079,0.00 ,11.68 
2024/1/5, 13:55:57,42937,0,11678.75,,95290,0.00 ,11.68 
2024/1/5, 13:55:57,43143,-16.66,11688.75,,95496,-0.02 ,11.69 
2024/1/5, 13:55:57,43354,-8.33,11687.5,,95707,-0.01 ,11.69 
2024/1/5, 13:55:58,43568,0,11688.75,,95921,0.00 ,11.69 
2024/1/5, 13:55:58,43774,8.33,11690,,96127,0.01 ,11.69 
2024/1/5, 13:55:58,43986,0,11700,,96339,0.00 ,11.70 
2024/1/5, 13:55:58,44193,-8.33,11706.25,,96546,-0.01 ,11.71 
2024/1/5, 13:55:58,44405,0,11708.75,,96758,0.00 ,11.71 
2024/1/5, 13:55:59,44620,0,11715,,96973,0.00 ,11.72 
2024/1/5, 13:55:59,44827,-8.33,11722.5,,97180,-0.01 ,11.72 
2024/1/5, 13:55:59,45040,0,11727.5,,97393,0.00 ,11.73 
2024/1/5, 13:55:59,45248,-8.33,11735,,97601,-0.01 ,11.74 
2024/1/5, 13:55:59,45461,0,11736.25,,97814,0.00 ,11.74 
2024/1/5, 13:56:00,45677,0,11743.75,,98030,0.00 ,11.74 
2024/1/5, 13:56:00,45885,-8.33,11747.5,,98238,-0.01 ,11.75 
2024/1/5, 13:56:00,46099,0,11746.25,,98452,0.00 ,11.75 
2024/1/5, 13:56:00,46308,0,11752.5,,98661,0.00 ,11.75 
2024/1/5, 13:56:01,46530,-8.33,11760,,98883,-0.01 ,11.76 
2024/1/5, 13:56:01,46739,0,11766.25,,99092,0.00 ,11.77 
2024/1/5, 13:56:01,46948,0,11766.25,,99301,0.00 ,11.77 
2024/1/5, 13:56:01,47163,-8.33,11776.25,,99516,-0.01 ,11.78 
2024/1/5, 13:56:01,47373,0,11786.25,,99726,0.00 ,11.79 
2024/1/5, 13:56:02,47596,-8.33,11788.75,,99949,-0.01 ,11.79 
2024/1/5, 13:56:02,47806,-8.33,11796.25,,100159,-0.01 ,11.80 
2024/1/5, 13:56:02,48016,0,11802.5,,100369,0.00 ,11.80 
2024/1/5, 13:56:02,48227,8.33,11803.75,,100580,0.01 ,11.80 
2024/1/5, 13:56:02,48437,8.33,11808.75,,100790,0.01 ,11.81 
2024/1/5, 13:56:03,48661,8.33,11925,,101014,0.01 ,11.93 
2024/1/5, 13:56:03,48873,0,11961.25,,101226,0.00 ,11.96 
2024/1/5, 13:56:03,49089,0,12122.5,,101442,0.00 ,12.12 
2024/1/5, 13:56:03,49300,0,12161.25,,101653,0.00 ,12.16 
2024/1/5, 13:56:04,49520,0,12165,,101873,0.00 ,12.17 
2024/1/5, 13:56:04,49737,0,12181.25,,102090,0.00 ,12.18 
2024/1/5, 13:56:04,49949,0,12203.75,,102302,0.00 ,12.20 
2024/1/5, 13:56:04,50167,0,12198.75,,102520,0.00 ,12.20 
2024/1/5, 13:56:04,50379,-8.33,12216.25,,102732,-0.01 ,12.22 
2024/1/5, 13:56:05,50600,0,12221.25,,102953,0.00 ,12.22 
2024/1/5, 13:56:05,50818,0,12231.25,,103171,0.00 ,12.23 
2024/1/5, 13:56:05,51031,8.33,12240,,103384,0.01 ,12.24 
2024/1/5, 13:56:05,51250,8.33,12243.75,,103603,0.01 ,12.24 
2024/1/5, 13:56:06,51471,-8.33,12252.5,,103824,-0.01 ,12.25 
2024/1/5, 13:56:06,51685,0,12257.5,,104038,0.00 ,12.26 
2024/1/5, 13:56:06,51904,0,12266.25,,104257,0.00 ,12.27 
2024/1/5, 13:56:06,52118,0,12271.25,,104471,0.00 ,12.27 
2024/1/5, 13:56:06,52337,0,12275,,104690,0.00 ,12.28 
2024/1/5, 13:56:07,52560,-8.33,12281.25,,104913,-0.01 ,12.28 
2024/1/5, 13:56:07,52774,-8.33,12283.75,,105127,-0.01 ,12.28 
2024/1/5, 13:56:07,52994,0,12287.5,,105347,0.00 ,12.29 
2024/1/5, 13:56:07,53210,0,12290,,105563,0.00 ,12.29 
2024/1/5, 13:56:07,53438,-8.33,12293.75,,105791,-0.01 ,12.29 
2024/1/5, 13:56:08,53653,8.33,12293.75,,106006,0.01 ,12.29 
2024/1/5, 13:56:08,53869,0,12295,,106222,0.00 ,12.30 
2024/1/5, 13:56:08,54090,0,12300,,106443,0.00 ,12.30 
2024/1/5, 13:56:08,54306,-16.66,12302.5,,106659,-0.02 ,12.30 
2024/1/5, 13:56:09,54536,0,12306.25,,106889,0.00 ,12.31 
2024/1/5, 13:56:09,54752,-8.33,12307.5,,107105,-0.01 ,12.31 
2024/1/5, 13:56:09,54969,-8.33,12310,,107322,-0.01 ,12.31 
2024/1/5, 13:56:09,55186,0,12313.75,,107539,0.00 ,12.31 
2024/1/5, 13:56:09,55411,-8.33,12315,,107764,-0.01 ,12.32 
2024/1/5, 13:56:10,55633,8.33,12316.25,,107986,0.01 ,12.32 
2024/1/5, 13:56:10,55851,0,12320,,108204,0.00 ,12.32 
2024/1/5, 13:56:10,56073,8.33,12320,,108426,0.01 ,12.32 
2024/1/5, 13:56:10,56291,0,12322.5,,108644,0.00 ,12.32 
2024/1/5, 13:56:11,56517,0,12326.25,,108870,0.00 ,12.33 
2024/1/5, 13:56:11,56741,-16.66,12328.75,,109094,-0.02 ,12.33 
2024/1/5, 13:56:11,56959,-8.33,12331.25,,109312,-0.01 ,12.33 
2024/1/5, 13:56:11,57183,0,12333.75,,109536,0.00 ,12.33 
2024/1/5, 13:56:11,57410,0,12337.5,,109763,0.00 ,12.34 
2024/1/5, 13:56:12,57629,0,12338.75,,109982,0.00 ,12.34 
2024/1/5, 13:56:12,57853,0,12342.5,,110206,0.00 ,12.34 
2024/1/5, 13:56:12,58073,-8.33,12342.5,,110426,-0.01 ,12.34 
2024/1/5, 13:56:12,58298,-8.33,12343.75,,110651,-0.01 ,12.34 
2024/1/5, 13:56:13,58526,0,12343.75,,110879,0.00 ,12.34 
2024/1/5, 13:56:13,58746,-8.33,12346.25,,111099,-0.01 ,12.35 
2024/1/5, 13:56:13,58971,-16.66,12350,,111324,-0.02 ,12.35 
2024/1/5, 13:56:13,59191,-8.33,12351.25,,111544,-0.01 ,12.35 
2024/1/5, 13:56:13,59425,0,12353.75,,111778,0.00 ,12.35 
2024/1/5, 13:56:14,59646,0,12355,,111999,0.00 ,12.36 
2024/1/5, 13:56:14,59867,-8.33,12357.5,,112220,-0.01 ,12.36 
2024/1/5, 13:56:14,60094,8.33,12358.75,,112447,0.01 ,12.36 
